% Output generated by QOMET v2.1.0 beta - deltaQ (revision 92)
% time from_id from_node_x from_node_y from_node_z to_id to_node_x to_node_y to_node_z distance Pr SNR FER num_retr op_rate bandwidth loss_rate delay jitter
33.50 0 0.000000 0.000000 0.000000 1 13.250000 10.000000 0.000000 16.6001 -88.5389 11.4611 0.0186 0.0189 11000000.00 6050403.40 0.0000 1.3910 0.2198
33.50 1 13.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.6001 -88.5389 11.4611 0.0186 0.0189 11000000.00 6050403.40 0.0000 1.3910 0.2198
34.00 0 0.000000 0.000000 0.000000 1 13.000000 10.000000 0.000000 16.4012 -88.2458 11.7542 0.0138 0.0140 11000000.00 6086653.81 0.0000 1.3827 0.2045
34.00 1 13.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.4012 -88.2458 11.7542 0.0138 0.0140 11000000.00 6086653.81 0.0000 1.3827 0.2045
34.50 0 0.000000 0.000000 0.000000 1 12.750000 10.000000 0.000000 16.2038 -87.9512 12.0488 0.0103 0.0104 11000000.00 6113774.64 0.0000 1.3766 0.1931
34.50 1 12.750000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.2038 -87.9512 12.0488 0.0103 0.0104 11000000.00 6113774.64 0.0000 1.3766 0.1931
35.00 0 0.000000 0.000000 0.000000 1 12.500000 10.000000 0.000000 16.0078 -87.6553 12.3447 0.0077 0.0077 11000000.00 6134038.10 0.0000 1.3720 0.1846
35.00 1 12.500000 10.000000 0.000000 0 0.000000 0.000000 0.000000 16.0078 -87.6553 12.3447 0.0077 0.0077 11000000.00 6134038.10 0.0000 1.3720 0.1846
35.50 0 0.000000 0.000000 0.000000 1 12.250000 10.000000 0.000000 15.8134 -87.3581 12.6419 0.0057 0.0057 11000000.00 6149157.25 0.0000 1.3686 0.1783
35.50 1 12.250000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.8134 -87.3581 12.6419 0.0057 0.0057 11000000.00 6149157.25 0.0000 1.3686 0.1783
36.00 0 0.000000 0.000000 0.000000 1 12.000000 10.000000 0.000000 15.6205 -87.0596 12.9404 0.0042 0.0042 11000000.00 6160422.50 0.0000 1.3661 0.1735
36.00 1 12.000000 10.000000 0.000000 0 0.000000 0.000000 0.000000 15.6205 -87.0596 12.9404 0.0042 0.0042 11000000.00 6160422.50 0.0000 1.3661 0.1735
